AAP SA48O8J43YAT,AAP,20240228,finley tammy m,1,109.0,66.42,23225.0
AAP SA48O8J43YAT,AAP,20240228,soler kristen l,1,35.0,66.42,12662.0
AAP SA48O8J43YAT,AAP,20240228,word herman l jr,1,56.0,66.42,8648.0
AAPL R735QTJ8XC9X,AAPL,20240229,levinson arthur d,1,100000.0,180.94,4434576.0
ABBV VCY032R250MD,ABBV,20240223,reents scott t,0,14140.0,61.36,41205.0
ABBV VCY032R250MD,ABBV,20240223,reents scott t,1,14140.0,177.44,27065.0
ABBV VCY032R250MD,ABBV,20240228,buckbee kevin k,1,5339.0,178.99,13872.0
ABBV VCY032R250MD,ABBV,20240228,donoghoe nicholas,1,16771.0,178.99,76985.0
ABBV VCY032R250MD,ABBV,20240228,gonzalez richard a,1,110249.0,178.99,657715.0
ABBV VCY032R250MD,ABBV,20240228,gonzalez richard a,1,138616.0,177.27,519099.0
ABBV VCY032R250MD,ABBV,20240228,hudson thomas j,1,20634.0,178.99,107267.0
ABBV VCY032R250MD,ABBV,20240228,michael robert a.,1,37638.0,178.99,145964.0
ABBV VCY032R250MD,ABBV,20240228,reents scott t,1,11634.0,178.99,15431.0
ABBV VCY032R250MD,ABBV,20240228,richmond timothy j.,1,23847.0,178.99,43817.0
ABBV VCY032R250MD,ABBV,20240228,saleki-gerhardt azita,1,23966.0,178.99,219978.0
ABBV VCY032R250MD,ABBV,20240228,siatis perry c,1,7885.0,178.99,20288.0
ABBV VCY032R250MD,ABBV,20240228,stewart jeffrey ryan,1,26121.0,178.99,93780.0
ABBV VCY032R250MD,ABBV,20240228,thakkar roopal,1,4914.0,178.99,23259.0
ABBV VCY032R250MD,ABBV,20240229,buckbee kevin k,1,5144.0,176.65,6983.0
ABBV VCY032R250MD,ABBV,20240229,michael robert a.,0,10140.0,54.86,167524.0
ABBV VCY032R250MD,ABBV,20240229,michael robert a.,0,11420.0,61.36,157384.0
ABBV VCY032R250MD,ABBV,20240229,michael robert a.,1,21560.0,176.44,145964.0
ABBV VCY032R250MD,ABBV,20240229,michael robert a.,1,47319.0,176.46,98645.0
ABBV VCY032R250MD,ABBV,20240229,siatis perry c,1,3387.0,178.04,10397.0
ABBV VCY032R250MD,ABBV,20240229,siatis perry c,1,6504.0,177.05,13784.0
ABNB XK8H247DY6W5,ABNB,20240229,balogh aristotle n,0,35000.0,40.18,221131.0
ABNB XK8H247DY6W5,ABNB,20240229,balogh aristotle n,0,40000.0,59.91,186131.0
ABNB XK8H247DY6W5,ABNB,20240229,balogh aristotle n,1,35000.0,153.4,146131.0
ABNB XK8H247DY6W5,ABNB,20240229,balogh aristotle n,1,40000.0,157.0,181131.0
ABNB XK8H247DY6W5,ABNB,20240229,balogh aristotle n,1,500.0,153.4,146131.0
