ALHC XN4UG0ZA25WL,ALHC,20240328,freeman robert thomas,1,4299.0,4.84,865407.0
ALHC XN4UG0ZA25WL,ALHC,20240328,kardes hakan,1,4363.0,4.84,430444.0
ALHC XN4UG0ZA25WL,ALHC,20240328,maroney dawn christine,1,10151.0,4.84,1976097.0
ALHC XN4UG0ZA25WL,ALHC,20240328,scavo robert l.,1,1821.0,4.84,436822.0
IPV XCDVRA7XZNTX,AEVA,20240329,sinha saurabh,0,21604.0,,313988.0
IPV XCDVRA7XZNTX,AEVA,20240329,sinha saurabh,1,11397.0,3.93,302591.0
LAND R735QTJ8XC9X,FWRD,20240306,schmachtenberger christopher h.,0,338.0,0,338.0
MNKD T0PB7436HAAT,MNKD,20240327,sabella lauren m,1,17084.0,4.63,246351.0
MU R735QTJ8XC9X,MU,20240327,arnzen april s,1,4890.0,119.3,148817.0
NTRA W1V0C8ZTUBTX,NTRA,20240315,chapman steven leonard,1,10265.0,87.9806,40645.0
NTRA W1V0C8ZTUBTX,NTRA,20240315,chapman steven leonard,1,20070.0,89.6049,0
NTRA W1V0C8ZTUBTX,NTRA,20240315,chapman steven leonard,1,20575.0,88.9708,20070.0
NTRA W1V0C8ZTUBTX,NTRA,20240327,brophy michael burkes,0,2292.0,,72938.0
NTRA W1V0C8ZTUBTX,NTRA,20240327,chapman steven leonard,0,5184.0,,237188.0
NTRA W1V0C8ZTUBTX,NTRA,20240327,rabinowitz daniel,0,1364.0,,205582.0
NTRA W1V0C8ZTUBTX,NTRA,20240327,sheena jonathan,0,447.0,,348178.0
NTRA W1V0C8ZTUBTX,NTRA,20240328,brophy michael burkes,1,914.0,90.4158,72024.0
NTRA W1V0C8ZTUBTX,NTRA,20240328,chapman steven leonard,1,2662.0,90.4158,234526.0
NTRA W1V0C8ZTUBTX,NTRA,20240328,fesko john,1,464.0,90.4158,112199.0
NTRA W1V0C8ZTUBTX,NTRA,20240328,moshkevich solomon,1,707.0,90.4158,197560.0
NTRA W1V0C8ZTUBTX,NTRA,20240328,rabinowitz daniel,1,743.0,90.4158,204839.0
NTRA W1V0C8ZTUBTX,NTRA,20240328,sheena jonathan,1,134.0,90.4158,348044.0
NTRA W1V0C8ZTUBTX,NTRA,20240328,sheena jonathan,1,313.0,90.13,347731.0
NTRA W1V0C8ZTUBTX,NTRA,20240328,sheena jonathan,1,500.0,90.13,69582.0
TMCI XNVFIJUU4J8L,TMCI,20221115,treace james t,1,1600.0,21.1813,1038341.0
TMCI XNVFIJUU4J8L,TMCI,20221115,treace james t,1,1700.0,24.0167,1036441.0
TMCI XNVFIJUU4J8L,TMCI,20221115,treace james t,1,200.0,21.97,1038141.0
TMCI XNVFIJUU4J8L,TMCI,20221115,treace james t,1,46500.0,20.12,1039941.0
TWOA XN8S8EFYD6JP,TWOA,20240327,hc proptech partners iii llc,0,2130693.0,,2130693.0
TWOA XN8S8EFYD6JP,TWOA,20240327,hc proptech partners iii llc,1,2130693.0,,0
TWOA XN8S8EFYD6JP,TWOA,20240327,hennessy daniel j,0,2130693.0,,2130693.0
TWOA XN8S8EFYD6JP,TWOA,20240327,hennessy daniel j,1,2130693.0,,0
TWOA XN8S8EFYD6JP,TWOA,20240327,hennessy thomas d,0,2130693.0,,2130693.0
TWOA XN8S8EFYD6JP,TWOA,20240327,hennessy thomas d,1,2130693.0,,0
VLD XS9YHLR0G02T,VLD,20240327,buller benyamin,1,2000.0,0.3497,5022706.0
VLD XS9YHLR0G02T,VLD,20240328,buller benyamin,1,2000.0,0.4319,5020706.0
